MonthYear,EventRootCode,AvgToneByEventRootCode,SumNumArticles
201811,13,-1.6028642898098922,274
201811,18,-5.4338434690798039,501
201811,02,-1.3011045368462826,2012
201811,04,-0.7067134373207381,9381
201811,08,-1.3908836660141217,987
201811,14,-4.5750763252033906,382
201811,19,-4.6617720584984781,980
201811,17,-3.7892870217879011,1432
201811,15,-2.89205269541057,49
201811,10,-3.7390829063959719,202
201811,01,-1.5363684750922533,4372
201811,07,-1.6358037416400226,1996
201811,09,-2.8759143433837728,2522
201811,12,-2.2313756921692907,564
201811,16,-4.1855269536724515,177
201811,11,-3.4758966478757363,1690
201811,03,0.37714283245418045,2589
201811,06,-0.38461008202203956,853
201811,05,1.6336177362267306,3010
201810,05,1.5741612413509853,19927
201810,03,-0.4536202132128847,18027
201810,04,-0.34868186157053993,71316
201810,01,-1.8598873905924296,31766
201810,12,-2.59382311899083,5299
201810,17,-4.4103143912552722,7056
201810,08,-0.99604185919195487,6308
201810,16,-2.9556878786448113,1383
201810,20,-0.53000842200367282,16
201810,02,-1.3765610838959572,17147
201810,06,-0.36162666428440859,6602
201810,19,-4.5771897392138925,6868
201810,18,-5.6516351181304989,2546
201810,11,-2.6671564992071208,9841
201810,07,-1.3787204033231186,15911
201810,13,-2.0708778529305918,3238
201810,15,-1.7300351924017856,447
201810,10,-2.5120661241746975,1656
201810,14,-3.7894713047891297,3069
201810,09,-2.7304206429918234,9787
201809,15,-1.216196141836912,330
201809,12,-1.797358606568638,4128
201809,13,-1.9123776974296673,2064
201809,01,-0.83074249345930851,22485
201809,19,-4.6362993218070709,5390
201809,10,-2.2128370110662159,1236
201809,02,-0.53173616802930823,11620
201809,08,-0.90291197409971757,4784
201809,03,1.1656967647587855,13162
201809,07,-0.44300209418464587,8015
201809,20,-2.04125138735511,22
201809,09,-2.1049228188682121,4955
201809,14,-1.8633755074846496,1002
201809,04,0.55481738718415574,48927
201809,11,-2.1035757232091581,7555
201809,06,0.281133400216449,4450
201809,05,2.5615848245157822,17356
201809,16,-1.6493460198105958,712
201809,18,-5.2620011408481382,1745
201809,17,-4.8255474991520044,7101
201808,07,-0.9380103796456315,9537
201808,14,-2.451277271632855,724
201808,08,-1.2064941982045088,7407
201808,12,-1.7386973616985786,4378
201808,16,-3.5163555128722868,1135
201808,03,0.82371476337941441,12922
201808,06,-0.38787686945446892,4734
201808,10,-1.2487260790836341,1195
201808,01,-1.1242141527502911,27498
201808,18,-5.6042700774148591,2119
201808,17,-5.3328527081823145,9933
201808,19,-4.5549126676452,7397
201808,09,-1.7606196668000074,5316
201808,20,-3.3374281427557317,28
201808,13,-1.0523888503721919,2507
201808,04,0.19103815545646363,50430
201808,15,-3.1433208213605619,347
201808,05,2.1567241638758654,18782
201808,02,-0.84419203026270606,13249
201808,11,-2.7251938281290076,10284
201807,03,0.78606387158559121,12512
201807,08,-0.91850147084134626,5436
201807,19,-5.9609611628645469,7768
201807,14,-2.6430441105462013,547
201807,12,-1.6096033221760142,3905
201807,10,-1.8187065811616607,1131
201807,18,-6.2581714606830223,2423
201807,09,-2.7247382604010237,6309
201807,01,-0.82921297129528482,21814
201807,04,0.39039264406812957,46036
201807,02,-0.3480228149132894,10889
201807,17,-5.4596962937864078,7997
201807,07,-1.0294202440536444,7025
201807,05,1.9253004075918663,16910
201807,11,-2.2705935233257803,8658
201807,13,-1.7926026980329741,2665
201807,06,-0.345409236258848,4918
201807,15,-2.2534154539703941,433
201807,16,-3.2084866549645339,969
201807,20,-3.8673814705068397,28
201806,12,-2.6775451727742658,3633
201806,02,-0.83772222474641733,10073
201806,13,-2.8327225500079329,2036
201806,11,-2.6109759993492481,6804
201806,09,-1.6702547407540476,6793
201806,03,0.5486105929495223,9340
201806,18,-5.9344242612044891,1566
201806,20,-6.6243748934794269,41
201806,01,-0.89317917355585463,19052
201806,08,-0.22308337885501794,5399
201806,04,0.0387611982520543,42653
201806,19,-5.8020563275728172,6412
201806,16,-3.1190816821622733,1223
201806,07,-0.35231787093258571,5492
201806,06,-0.49957043199575124,3641
201806,10,-2.4801822498950843,1143
201806,05,1.8566348255075269,15941
201806,14,-2.638147760389864,395
201806,15,-2.5922631917280334,463
201806,17,-5.7238680651971858,6578
201805,06,-0.17503992285404307,5383
201805,02,-1.4864771106212853,13760
201805,08,-1.5488905581676302,5039
201805,11,-4.438011170448485,11346
201805,07,-0.55933882616495745,6863
201805,20,-4.4917218537447869,30
201805,09,-2.1118708288764281,5985
201805,19,-7.1173399150741279,13962
201805,04,-0.17065737758151997,56326
201805,15,-2.7828066600354089,1029
201805,18,-6.9595819981456755,7759
201805,12,-3.6360540888402864,4359
201805,01,-1.9747238385167298,26655
201805,14,-3.4344044074767877,1589
201805,05,1.3607769398802969,18846
201805,17,-6.2920360827760664,7672
201805,03,0.70980731659456409,13064
201805,10,-3.4192179610061513,1426
201805,13,-4.384035386309157,2993
201805,16,-3.32047509389368,1118
201804,19,-5.4835809148216059,7293
201804,12,-1.9969642421171905,4140
201804,02,-0.83501784333880269,12700
201804,07,-0.42328587805836981,7001
201804,06,-0.10162394117396177,4792
201804,03,0.69122340726885834,10998
201804,16,-2.3154114902952423,1374
201804,01,-1.0023708270860605,24181
201804,09,-2.3447708199418464,5696
201804,05,2.036113850640684,16722
201804,04,0.3625926654212509,49762
201804,10,-2.3540669532522789,1763
201804,20,-3.9085100600094997,4
201804,15,-0.27140161777604488,346
201804,13,-1.7519703180589115,1733
201804,08,-0.72036779473460288,4787
201804,18,-5.7873647850603662,2078
201804,14,-1.3086214411928643,1358
201804,17,-5.1136185050132212,7880
201804,11,-2.6513207994952595,9195
201803,06,0.11136386676933223,5414
201803,03,0.84091117007153471,11912
201803,15,-2.2438572188939916,305
201803,17,-4.9700701541948975,8377
201803,09,-2.0206983453080176,5771
201803,13,-2.5004901964194355,2254
201803,12,-2.3769893004559939,4764
201803,11,-2.7385611075254181,9522
201803,01,-1.0014002669979991,23174
201803,14,-0.36313992568184617,2595
201803,10,-2.3595785040843493,1649
201803,07,-0.67601924110001343,7719
201803,05,1.8348857238919816,18500
201803,18,-5.7427246068146056,2003
201803,19,-4.8601235854304718,7955
201803,04,0.43812903558943816,50123
201803,08,-1.2449578343196521,5339
201803,16,-2.2030822295819723,1492
201803,02,-0.91079437443166256,12891
201802,08,-1.0581862256470789,4958
201802,09,-2.4127490787510717,5623
201802,04,0.04375412311161421,46613
201802,10,-2.5079006150223,1443
201802,01,-1.4490007974886392,21426
201802,14,-1.38116298040038,1003
201802,18,-5.39007791480945,3670
201802,13,-1.9969532621179857,2609
201802,17,-5.5370405453787965,7868
201802,12,-2.5782422562963232,3850
201802,15,-2.3628551812779324,454
201802,19,-5.7600839278037226,7621
201802,11,-2.8665034491473085,8865
201802,05,1.5971462176716529,16861
201802,20,-6.2637406161645623,17
201802,02,-1.2759424267443042,10615
201802,06,-0.45861475067076946,4507
201802,16,-2.7852071778387022,746
201802,03,0.42761618738210877,11134
201802,07,-0.502284830843833,6134
201801,12,-2.3115474413815096,5161
201801,10,-1.2929477273522247,1376
201801,13,-1.1050853226848738,2690
201801,07,-0.17498493515371616,7446
201801,19,-4.7205425384069626,6190
201801,05,1.9187664101511004,17741
201801,18,-4.8502306790883143,1990
201801,03,0.765857447956245,11712
201801,16,-2.3355121082599362,800
201801,14,-2.74334891582847,1103
201801,02,-0.51954295382557081,12472
201801,15,-1.755809232450591,272
201801,11,-2.20124862128802,8883
201801,17,-5.047005148525483,7511
201801,20,-5.46525155688854,6
201801,04,0.26062474841256711,47999
201801,08,-0.64232310386978608,6188
201801,09,-1.6582889376174019,5817
201801,06,0.23428723390365797,4465
201801,01,-1.0264541378718586,22856
201712,02,-0.85673380386468068,10687
201712,11,-2.4618244178731352,10689
201712,07,-0.23418253233245745,6178
201712,08,-0.84671473454327773,4087
201712,04,0.1038348744616257,43341
201712,03,0.84582192377789778,9321
201712,13,-1.9761709199173025,2745
201712,01,-1.048090966076112,20711
201712,15,-2.1104893963670603,605
201712,18,-5.62365025073125,1369
201712,17,-5.3434527568650729,7246
201712,09,-1.7009913104485439,4816
201712,20,-6.6402179400737067,30
201712,12,-2.0496343359555693,5390
201712,16,-3.3598329804025027,1819
201712,19,-4.8472288846559319,5506
201712,05,1.7717768815040715,18090
201712,06,-0.25452304685060712,3571
201712,10,-1.5192711058745343,1083
201712,14,-3.6085670900425537,4520
201711,20,-2.2284122562674,4
201711,05,1.7753528462547625,18753
201711,02,-1.0388037952200522,13451
201711,14,-1.5505230122893376,860
201711,01,-1.3656026634869189,23942
201711,03,0.61267788147910174,12583
201711,07,-0.24667380170427136,7408
201711,10,-2.6164536701381356,1611
201711,11,-2.6355715900158962,9062
201711,19,-4.8916203386987416,9027
201711,15,-3.9276160363674562,316
201711,16,-4.1235670411090073,3141
201711,09,-2.0472660710055086,5788
201711,06,-0.61047534582732443,5245
201711,18,-6.05631799567712,2144
201711,04,0.14054058938411434,54248
201711,12,-2.1141973273678567,4552
201711,17,-4.5431922301407459,7721
201711,08,-1.4095449358245629,6002
201711,13,-3.00179863485778,3185
201710,12,-1.9123147725979781,6610
201710,18,-5.6781352320839034,2713
201710,08,-0.4068975572771823,4974
201710,02,-0.80978540399113508,13687
201710,04,0.11989866238398214,55795
201710,05,1.5901666537195756,19463
201710,14,-3.0844347785106261,1459
201710,01,-1.2041017518122923,25426
201710,10,-2.0591263313830046,2140
201710,09,-2.2144165650738734,5745
201710,06,-0.49217222973493,5174
201710,17,-4.30806076314069,7855
201710,11,-2.9789753382042581,8811
201710,03,0.90556746909151375,11503
201710,19,-5.1093547925955622,10350
201710,07,-0.48985333419342864,7363
201710,13,-1.7071289272657111,2358
201710,16,-2.6790654902139956,948
201710,20,-5.6814299728761322,94
201710,15,-1.9853055878384935,354
201709,20,-3.90621856935006,64
201709,15,-3.228240746136064,1112
201709,08,-1.1281417536616976,5592
201709,19,-5.2046926284092505,8012
201709,09,-2.0409381516475626,5633
201709,03,0.1403253480782761,11924
201709,10,-2.6167991037170748,2067
201709,14,-4.5829789656859843,2795
201709,02,-1.4117017397674567,14335
201709,01,-1.3314363293701861,23315
201709,07,-0.44815750247017877,9070
201709,05,1.7663706555161192,17522
201709,11,-3.0240036463742461,10275
201709,17,-5.1252873060337754,7984
201709,16,-3.3363574643624569,1380
201709,04,-0.28401626164392535,52874
201709,18,-4.8483207322336677,2562
201709,13,-2.6238321991172389,2680
201709,12,-2.11281776643083,4664
201709,06,-0.24696968767015923,5208
201708,19,-5.0721589531022939,7857
201708,10,-1.8634966429857227,1384
201708,16,-1.6844453989828245,731
201708,11,-2.4763250536677019,8058
201708,07,-0.56221688966975591,7390
201708,09,-2.546371347880418,5961
201708,13,-2.3438212916306114,2530
201708,18,-5.3788445198274832,2303
201708,03,0.807730638635785,10753
201708,14,-2.7937858759142871,995
201708,12,-2.0917054819924945,3923
201708,06,-0.80845573522490022,4832
201708,08,-0.26783551987524656,5011
201708,17,-4.9802137779851545,7609
201708,01,-0.62987795480195086,22878
201708,04,0.34620053085730829,49594
201708,02,-0.73047128353649959,10937
201708,15,-3.2563293134930054,341
201708,05,1.78597547649322,17512
201707,09,-2.1930999784136884,5760
201707,19,-4.6890984409088743,9588
201707,17,-5.2022672424885945,8801
201707,08,-1.0852722241125212,4421
201707,03,0.47805322876314388,11139
201707,02,-1.5555444137559937,12166
201707,18,-5.5163258786780194,2823
201707,05,1.3113741892936952,15255
201707,16,-2.3583086059792135,1360
201707,06,-0.81537544953940522,4200
201707,07,-0.16437612679000191,6593
201707,14,-3.4579840839710836,1342
201707,15,-2.6027515262071046,431
201707,12,-2.8428475819725989,5427
201707,10,-3.3328700271528668,2045
201707,01,-1.6949134173024947,23630
201707,13,-2.436554053032439,2380
201707,04,-0.40397491175027567,51773
201707,20,-6.49122807017544,4
201707,11,-3.4715564465220856,10186
201706,12,-2.8680346355750954,3846
201706,08,-1.6796992012707395,5593
201706,13,-3.1838498814532037,2192
201706,03,0.12733274524989255,11776
201706,19,-5.7327150011113295,10269
201706,02,-1.5286205163073268,12338
201706,15,-3.6437833797626933,1300
201706,17,-5.0699800066332745,9523
201706,11,-4.042593564462984,8564
201706,16,-1.4732327510856646,1182
201706,09,-2.5010278214888326,6670
201706,06,-0.71663897164380841,4126
201706,07,-0.59055158180024991,6003
201706,10,-2.1709316543954928,1391
201706,05,1.1846511061847937,16773
201706,01,-1.6166537775663063,21618
201706,04,-0.20726404781188024,49726
201706,20,-6.1750640584574246,6
201706,18,-6.3916060508463568,3556
201706,14,-3.8726491815834647,657
201705,03,0.61939357790217775,12279
201705,01,-1.9460839410114554,26380
201705,12,-2.7655224383958426,5346
201705,13,-3.6486242376825384,2672
201705,02,-2.1745318268462284,15370
201705,11,-3.8242173398475536,11464
201705,07,-0.26964366833232123,6165
201705,18,-6.33573095521709,4964
201705,20,-3.57848505791018,24
201705,05,1.2655557080547546,18914
201705,09,-2.6153634935980237,6871
201705,19,-5.1914171535876728,13613
201705,10,-3.1282485748501463,2136
201705,14,-3.1576792379867551,1756
201705,08,-2.058765568925236,6770
201705,17,-4.9250774303822658,16177
201705,16,-3.4834324813738751,1437
201705,15,-3.341626959149258,889
201705,04,-0.25783526510845861,58305
201705,06,-0.56535247208721406,5025
201704,08,-1.1811677938089276,5446
201704,12,-2.0996472150055294,5113
201704,18,-6.3561679465134659,3347
201704,01,-1.3369813233896559,25696
201704,13,-2.49311787192013,2331
201704,04,0.012064242204883162,60848
201704,20,-3.4538567493112935,20
201704,15,-2.2942368172323331,546
201704,16,-2.7605098208857903,1083
201704,14,-2.1307593038796679,1596
201704,11,-3.2784256937526166,11136
201704,09,-1.8605405702071873,5630
201704,10,-2.7595165655418623,1758
201704,19,-5.6680534958213817,10135
201704,05,1.6381009007374796,18609
201704,02,-1.43199510100694,13373
201704,17,-5.1058231774967924,8904
201704,03,0.35321414738659634,14332
201704,06,-0.13683460686688956,6205
201704,07,-0.23566925633728766,6860
201703,15,-1.3283257780012676,737
201703,12,-2.1911156364760309,5600
201703,05,1.9462950442262383,24188
201703,17,-5.4692968502318138,13472
201703,20,-3.7838414548789436,6
201703,14,-1.4756245994280033,3562
201703,10,-2.1068172209118972,2046
201703,18,-5.4400061306547709,3483
201703,06,-0.34984225062556079,6783
201703,13,-2.13660562399457,2569
201703,16,-2.3331824818331954,952
201703,07,-0.513373070266286,9133
201703,11,-3.1123846974381513,12025
201703,02,-1.2355526091585149,16108
201703,01,-1.2199009973650312,29627
201703,08,-1.0861034235739493,6532
201703,19,-4.7907389624813241,11537
201703,04,0.60688204399900469,77359
201703,03,0.8719613439658358,18801
201703,09,-1.7083082093606956,6079
201702,15,-1.1050976571840307,607
201702,01,-1.6850944575179883,27221
201702,20,-4.12393496104257,20
201702,08,-1.2562738608228059,6511
201702,13,-2.24227122345875,2539
201702,02,-1.2173820236047919,14467
201702,10,-2.3547725955214323,2036
201702,16,-2.4206766662413921,1497
201702,12,-2.4214874391143497,5318
201702,03,0.40543254087479907,16386
201702,19,-4.7942848588378215,10641
201702,11,-2.9278914838247374,10347
201702,18,-5.2715524545252936,2880
201702,06,-0.63326439759519071,6111
201702,09,-2.4789403836163006,6761
201702,05,0.95662874820924215,19230
201702,14,-2.7382816508524925,2814
201702,17,-4.9487712367025551,9822
201702,04,-0.17825455969767148,58579
201702,07,-0.91945099395551355,8149
201701,19,-5.1012855473078238,9501
201701,16,-2.9210054099253635,3934
201701,18,-5.0698529351686963,2801
201701,01,-1.5787308130915751,28054
201701,07,-1.1122030258784876,8237
201701,15,-2.384728162389115,791
201701,06,-0.95790658219754665,5541
201701,11,-3.2724186767103078,11726
201701,20,-5.18582052739405,33
201701,17,-4.8080273196659569,9731
201701,03,-0.10345062604813667,12543
201701,09,-2.4106676028085778,7422
201701,12,-2.4491199993114088,5736
201701,04,-0.7689831552722457,55260
201701,13,-3.2158129028162983,2488
201701,08,-1.1330014211922106,5685
201701,05,1.0382721629795812,17669
201701,14,-2.8157855329299744,1686
201701,10,-2.3244361087323497,2331
201701,02,-1.2303524460949848,13666
201612,05,1.0943263976763853,18786
201612,13,-3.930677784096027,3116
201612,09,-2.7254425033425251,7563
201612,17,-5.5441490940397431,12599
201612,12,-2.8335975033299947,5032
201612,07,-1.5039649547948755,9882
201612,01,-2.1568321417143355,27362
201612,18,-5.70755760538612,3581
201612,03,-0.15275494271134385,11762
201612,14,-4.7762965515424289,2606
201612,06,-0.735923333531411,5348
201612,08,-2.067844261816723,6254
201612,15,-3.1017229224476539,1174
201612,04,-0.61770626479775026,54192
201612,19,-6.2067789196009011,12385
201612,10,-2.3449994492472781,1911
201612,11,-3.7469218943842839,11289
201612,20,-4.1363727451286731,79
201612,16,-2.7583316111921858,1240
201612,02,-1.4690098883358931,14601
201611,05,0.88879255386474465,18816
201611,13,-3.229273718912034,3361
201611,06,-0.70286973706075062,5752
201611,10,-2.9802437032102529,2304
201611,11,-3.6263702948224421,11890
201611,17,-5.59874517027337,10843
201611,04,-0.386665815799992,60948
201611,20,-6.0584689808788248,117
201611,07,-0.86705292264029932,8272
201611,03,-0.048016897727737283,13098
201611,02,-1.3107547394941763,16110
201611,12,-2.7445360644275736,5674
201611,01,-1.72714505137232,28710
201611,15,-3.2302497446102705,796
201611,09,-2.648971437482317,7045
201611,08,-1.8389929871666681,5604
201611,14,-4.2999307361339065,5104
201611,16,-5.069953236873542,2835
201611,19,-5.1065113275435925,9603
201611,18,-5.1853526217171817,3459
201610,12,-1.9754518830478194,5221
201610,19,-5.4741464833628939,11776
201610,11,-3.3669369169945265,11231
201610,09,-2.4724115463562959,7003
201610,17,-5.2808801548687985,9885
201610,07,-0.46775374777902157,8407
201610,08,-1.766545840193088,6630
201610,06,-0.20523713963543852,5488
201610,03,0.57845917891872567,12955
201610,20,-6.9438677830662314,35
201610,01,-1.3647039621846822,26238
201610,13,-1.9791987761388592,2801
201610,05,1.327306635551027,19021
201610,16,-2.7509797741640543,1069
201610,18,-6.0841254224453554,3747
201610,14,-3.0399433526134088,1536
201610,15,-1.6905655849771881,1266
201610,02,-1.2368205552927509,14613
201610,04,-0.29920286410839364,57883
201610,10,-2.2581405150445431,1693
201609,11,-3.1002868303234234,12241
201609,14,-2.1997310538759636,1191
201609,10,-2.608246919543395,1842
201609,18,-5.9386232074068008,4073
201609,16,-3.1833988422005741,1274
201609,02,-1.0564103196121295,16633
201609,08,-1.8933608184805364,7220
201609,03,0.047905107016143533,15557
201609,06,-0.50000268905076928,6065
201609,17,-5.0784202646829115,10591
201609,13,-2.6149680105388047,2690
201609,19,-4.897130235302189,10906
201609,12,-2.9534646231927217,6297
201609,07,-1.0974216218361692,9205
201609,15,-3.6403203329122649,461
201609,04,-0.58792620749960223,58073
201609,01,-1.821328313923535,26210
201609,20,-5.31835205992509,10
201609,09,-2.7148515244652685,7489
201609,05,0.79979942414772054,21285
201608,09,-2.57859892951444,7938
201608,08,-1.3286589683321359,8018
201608,03,0.066388107576456717,17424
201608,15,-2.3023393610529395,773
201608,14,-2.3856048424209648,1116
201608,13,-3.400853692447845,4073
201608,07,-1.244720319797997,9611
201608,20,-3.87937137193827,4
201608,11,-3.3044638437525342,12765
201608,10,-2.8966514913565575,1843
201608,04,-0.30911098435324319,62529
201608,12,-2.362692543808564,6833
201608,05,1.339523344460964,21475
201608,19,-5.44015389982208,14380
201608,18,-5.7735053401559044,5423
201608,17,-4.8792566126048031,14793
201608,02,-1.2302169085485188,16831
201608,01,-1.5086887338597101,31405
201608,06,-0.9501489871686184,6646
201608,16,-2.3374085300334322,1355
201607,05,0.724121802814967,18069
201607,02,-2.0523068380376164,14781
201607,17,-5.488695653991619,12425
201607,11,-3.6657820507889913,10910
201607,10,-3.2498590584070763,1910
201607,13,-3.6374150458647612,2315
201607,14,-2.8677128473739382,908
201607,12,-3.1453161026932794,5866
201607,09,-2.1108886436941057,6404
201607,03,-0.045383320290533234,12254
201607,20,-5.6254968538205379,24
201607,18,-5.9687949190081051,6206
201607,15,-3.5253235139540915,1221
201607,07,-1.3840974778858164,7859
201607,01,-2.0698822591108597,24947
201607,04,-0.82052981025608618,50947
